Genre,Poem
Affection,"When the doctor suggested surgeryand a brace for all my youngest years,my parents scrambled to take meto massage therapy, deep tissue work,osteopathy, and soon my crooked spineunspooled a bit, I could breathe again,and move more in a body uncloudedby pain. My mom would tell me to singsongs to her the"
Affection,"When the fields catch flower   And the underwood is green,And from bower unto bower   The songs of the birds begin,   I sing with sighing between.When I laugh and sing,   I am heavy at heart for my sin;I am sad in the spring   For my love that I shall not win,For a foolish thing.This profit I"
Affection,"When the grapevine had thinnedbut not broken & the worst was yet to comeof winter snow, I tracked my treed heartto the high boughs of a quakingaspen & shot it down.                                       "
Affection,"When the lad for longing sighs, Mute and dull of cheer and pale, If at death’s own door he lies, Maiden, you can heal his ail.Lovers’ ills are all to buy: The wan look, the hollow tone, The hung head, the sunken eye, "
Affection,"When the moonlight's on the mountain And the gloom is on the glen, At the cross beside the fountain There is one will meet thee then. At the cross beside the fountain; Yes, the cross beside the"
Affection,"When we first met, my heart pounded. They said the shock of it was probably what broke his heart. In search of peace, we traveled once to Finland, tasted reindeer heart. It seemed so heartless, how you wanted it to end. I noticed on the nurse who took his pulse a heart tattooed above her collarbone. The"
Affection,"When you appeared it was as ifmagnets cleared the air.I had never seen that smile beforeor your hair, flying silver. Someonewaving goodbye, she was silver, too.Of course you didn’t see me.I called softly so you could choosenot to answer—then called again.You turned in the light, your eyesseeking your name."
Affection,"When you, my Dear, are away, away, How wearily goes the creeping day. A year drags after morning, and night "
Affection,"When, at the end, the children wantedto add glitter to their valentines, I said no. I said nope, no, no glitter, and then,when they started to fuss, I found myself saying something my brother’s football coachused to bark from the sidelines when one of his players showed"
Affection,"Where's Madge then, Madge and her men? buried with Alice in her hair, (but if you ask the rain he'll not tell where.)beauty makes terms with time and his worms, when loveliness says sweetly Yes to wind and cold; and how much earth is Madge worth? Inquire of the flower that sways in the autumn she will never guess. but i know "
Affection,"Which is to say that like a good theoretical objectified body, my identity was created not by me but by the various desires and beliefs of those around me.– Daniel Borzutzky My body is a small cave door "
Affection,"While my hair was still cut straight across my forehead I played about the front gate, pulling flowers. You came by on bamboo stilts, playing horse, You walked about my seat, playing with blue plums. And we went on living in the village of Chokan: Two small people, without dislike or suspicion.At fourteen I married"
Affection,"White in the moon the long road lies, The moon stands blank above; White in the moon the long road lies That leads me from my love.Still hangs the hedge without a gust, Still, still the shadows stay:"
Affection,"Who would decry instruments— when grasses ever so fragile, provide strings stout enough for insect moods to glide up and down in glissandos of toes along wires or finger-tips on zithers—thoughthe mere soundsbe theirs, not ours—theirs, not ours,the first inspiration—discord"
Affection,"Wine comes in at the mouthAnd love comes in at the eye;That’s all we shall know for truthBefore we grow old and die.I lift the glass to my mouth, I look at you, and I sigh."
Affection,"With thee conversing I forget all time; All seasons, and their change, all please alike. Sweet is the breath of Morn, her rising sweet, With charm of earliest birds: pleasant the sun, When first on this delightful land he spreads His orient beams, on herb, tree, fruit, and flower, Glistering with dew; fragrant the fertile earth After"
Affection,"Yesterday, the final petal curled its soft lure into bone.The flowerhead shed clean, I gathered up your spineand built you on a dark day. You are still missingsome parts. Each morning, I curl red psalms into the shellsin your chest. I have buried each slow light: cardinal’s yolk, live seawater,my"
Affection,"You are a nobodyuntil another man leavesa note under your wiper:I like your hair, clothes, car—call me!Late May, I brush pinkCrepe Myrtle blossomsfrom the hood of my car.Again spring factorsinto our fever. Would thisaffair leave any room for error?What if I only wanthim to hum me a lullaby.To rest in"
Affection,"You are beautiful and faded,Like an old opera tunePlayed upon a harpsichord;Or like the sun-flooded silksOf an eighteenth-century boudoir. In your eyesSmoulder the fallen roses of outlived minutes,And the perfume of your soulIs vague and suffusing,With the pungence of sealed spice-jars.Your half-tones delight me,And I grow mad with gazingAt your"
